品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
養成うなぎ,360,1kg,6372,0,4212,愛知  中国  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
あゆ,578,1kg,1944,0,1620,岐阜  愛知  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
冷凍たこ,0,0,0,0,0,,令和5年7月21日（金）,suiexcel-9 (15).xlsx
冷凍えび,1443,1kg,2268,1836,1080,ｲﾝﾄﾞ  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
冷凍うなぎ蒲焼,2588,1kg,4320,3240,2160,中国  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
塩さば,4124,1kg,756,648,540,国産  ﾉﾙｳｪｰ  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
塩さけ,372,1kg,1280,0,1200,ﾁﾘ  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
塩すけそうこ,102,1kg,2250,0,950,ﾛｼｱ  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
丸干いわし,222,1kg,2000,0,800,島根  国産  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
開干さんま,215,1kg,2160,0,1404,北海道  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
開干あじ,281,1kg,1944,0,1080,長崎  島根  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
若干かれい,116,1kg,1620,0,972,島根  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
ちりめん,789,1kg,6480,0,3024,宮崎  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
なまりぶし,10,1kg,1950,1950,1950,静岡  他,令和5年7月21日（金）,suiexcel-9 (15).xlsx
くろまぐろ,1204,1kg,3942,3564,3024,長崎  三重  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
きわだ,1709,1kg,1728,1350,324,宮崎  沖縄  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
あじ,1039,1kg,648,0,540,佐賀  兵庫  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
さば,1290,1kg,432,0,324,長崎  ﾉﾙｳｪｰ  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
まいわし,552,1kg,400,0,300,千葉  石川  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
養成ぶり,327,1kg,1650,0,1300,熊本  大分  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
かつお,7312,1kg,432,0,216,高知  宮城  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
養成まだい,4212,1Kg,1350,0,540,愛媛  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
養成はまち,476,1kg,1500,0,1100,高知  徳島  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
養成かんぱち,1402,1kg,2106,0,1728,鹿児島  愛媛  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
するめいか,1339,1kg,972,0,864,兵庫  石川  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
さけ,1724,1kg,2268,0,2052,ﾉﾙｳｪｰ  三重  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
はも,2290,1kg,1728,0,864,兵庫  熊本  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
たちうお,160,1kg,2052,0,1836,宮城  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
たこ,390,1kg,3900,0,1400,香川  兵庫  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
あさり,821,1kg,1296,0,540,韓国  熊本  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
養成うなぎ,750,1kg,5890,0,2640,中国  愛知  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
あゆ,473,1kg,1944,0,1404,岐阜  愛知  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
冷凍たこ,0,0,0,0,0,,令和5年7月29日（土）,suiexcel-10 (15).xlsx
冷凍えび,1123,1kg,2268,1836,1080,ｲﾝﾄﾞ  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
冷凍うなぎ蒲焼,2309,1kg,4320,3240,2160,中国  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
塩さば,838,1kg,960,0,500,ﾉﾙｳｪｰ  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
塩さけ,856,1kg,1190,0,1060,ﾁﾘ  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
塩すけそうこ,144,1kg,2830,0,2000,ﾛｼｱ  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
丸干いわし,313,1kg,1080,0,972,国産  島根  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
開干さんま,123,1kg,2160,0,1404,北海道  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
開干あじ,219,1kg,1944,0,1080,長崎  島根  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
若干かれい,100,1kg,1620,0,972,島根  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
ちりめん,490,1kg,2500,0,1200,宮崎  兵庫  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
なまりぶし,16,1kg,980,0,900,静岡  他,令和5年7月29日（土）,suiexcel-10 (15).xlsx
くろまぐろ,577,1kg,3996,3726,3024,長崎  三重  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
きわだ,1185,1kg,1674,1296,281,和歌山  沖縄  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
あじ,2030,1kg,648,0,540,佐賀  兵庫  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
さば,1764,1kg,378,0,270,青森  ﾉﾙｳｪｰ  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
まいわし,740,1kg,540,0,432,石川  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
養成ぶり,469,1kg,1620,0,1512,大分  熊本  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
かつお,1343,1kg,1300,0,300,宮城  千葉  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
養成まだい,3958,1kg,1300,0,880,愛媛  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
養成はまち,607,1kg,1500,0,1100,高知  徳島  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
養成かんぱち,1342,1kg,1800,0,1550,愛媛  鹿児島  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
するめいか,740,1kg,1188,0,1080,島根  石川  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
さけ,1425,1kg,2268,0,2052,ﾉﾙｳｪｰ  三重  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
はも,1757,1kg,2500,0,600,兵庫  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
たちうお,109,1kg,5400,0,3240,宮城  愛媛  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
たこ,287,1kg,1944,0,1728,香川  兵庫  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
あさり,902,1kg,1404,0,432,韓国  熊本  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
養成うなぎ,220,1kg,4870,0,4600,中国  愛知  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
あゆ,426,1kg,1944,0,1404,岐阜  愛知  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
冷凍たこ,0,0,0,0,0,,令和5年7月31日（月）,suiexcel-11 (15).xlsx
冷凍えび,1396,1kg,2268,1836,1080,ｲﾝﾄﾞ  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
冷凍うなぎ蒲焼,1520,1kg,4320,3240,2160,中国  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
塩さば,852,1kg,500,500,500,ﾉﾙｳｪｰ  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
塩さけ,86,1kg,1150,0,1060,ﾁﾘ  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
塩すけそうこ,87,1kg,2570,0,1600,ﾛｼｱ  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
丸干いわし,5,1kg,800,800,800,島根  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
開干さんま,100,1kg,2160,0,1404,北海道  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
開干あじ,115,1kg,1944,0,1080,長崎  島根  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
若干かれい,100,1kg,1620,0,972,島根  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
ちりめん,215,1kg,3240,0,2700,兵庫  宮崎  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
なまりぶし,5,1kg,2000,2000,2000,静岡  他,令和5年7月31日（月）,suiexcel-11 (15).xlsx
くろまぐろ,2172,1Kg,3996,3240,2700,長崎  宮城  他,令和5年8月13日（日）,suiexcel (115).xls
きわだ,694,1Kg,3024,2160,1620,和歌山  他,令和5年8月13日（日）,suiexcel (115).xls
あじ,344,1kg,3000,0,300,兵庫  徳島  他,令和5年8月13日（日）,suiexcel (115).xls
さば,812,1Kg,540,0,432,富山  石川  他,令和5年8月13日（日）,suiexcel (115).xls
まいわし,136,1kg,1500,0,400,愛知  他,令和5年8月13日（日）,suiexcel (115).xls
さんま,0,0,0,0,0,,令和5年8月13日（日）,suiexcel (115).xls
養成ぶり,930,1kg,1650,0,1300,熊本  宮崎  他,令和5年8月13日（日）,suiexcel (115).xls
かつお,3358,1Kg,972,0,756,宮城  千葉  他,令和5年8月13日（日）,suiexcel (115).xls
養成まだい,7047,1Kg,1350,0,540,愛媛  他,令和5年8月13日（日）,suiexcel (115).xls
養成はまち,798,1Kg,1404,0,1188,徳島  高知  他,令和5年8月13日（日）,suiexcel (115).xls
養成かんぱち,2552,1Kg,2106,0,1728,鹿児島  他,令和5年8月13日（日）,suiexcel (115).xls
するめいか,55,1kg,1720,0,1560,北海道  他,令和5年8月13日（日）,suiexcel (115).xls
さけ,3020,1kg,2600,0,1360,北海道  ﾉﾙｳｪｰ  他,令和5年8月13日（日）,suiexcel (115).xls
はも,3107,1Kg,2160,0,540,愛媛  徳島  他,令和5年8月13日（日）,suiexcel (115).xls
たちうお,175,1Kg,5400,0,3240,宮城  兵庫  他,令和5年8月13日（日）,suiexcel (115).xls
たこ,265,1kg,3900,0,1400,香川  兵庫  他,令和5年8月13日（日）,suiexcel (115).xls
あさり,263,1Kg,1050,0,540,韓国  熊本  他,令和5年8月13日（日）,suiexcel (115).xls
養成うなぎ,220,1kg,5890,0,4870,愛知  他,令和5年8月13日（日）,suiexcel (115).xls
冷凍もんごいか,250,1Kg,4320,3780,972,ﾓﾛｯｺ  他,令和5年8月13日（日）,suiexcel (115).xls
冷凍たこ,0,0,0,0,0,,令和5年8月13日（日）,suiexcel (115).xls
冷凍えび,2316,1kg,3750,0,600,ｲﾝﾄﾞ  他,令和5年8月13日（日）,suiexcel (115).xls
塩さば,682,1kg,960,0,600,ﾉﾙｳｪｰ  他,令和5年8月13日（日）,suiexcel (115).xls
塩さけ,410,1kg,1550,0,1060,ﾁﾘ  他,令和5年8月13日（日）,suiexcel (115).xls
塩すけそうこ,167,1kg,2250,0,1150,ｱﾒﾘｶ  他,令和5年8月13日（日）,suiexcel (115).xls
塩さんま,15,1kg,960,960,960,宮城  他,令和5年8月13日（日）,suiexcel (115).xls
開干さんま,100,1Kg,2160,0,1404,北海道  他,令和5年8月13日（日）,suiexcel (115).xls
開干あじ,210,1kg,1250,0,850,長崎  他,令和5年8月13日（日）,suiexcel (115).xls
若干かれい,50,1Kg,1620,0,972,島根  他,令和5年8月13日（日）,suiexcel (115).xls
ちりめん,1166,1kg,2600,0,1420,兵庫  他,令和5年8月13日（日）,suiexcel (115).xls
なまりぶし,0,0,0,0,0,,令和5年8月13日（日）,suiexcel (115).xls
くろまぐろ,2127,1Kg,3996,3024,2700,長崎  宮城  他,令和5年8月17日（木）,suiexcel-1 (67).xls
きわだ,869,1Kg,2700,1890,972,ｲﾝﾄﾞﾈｼｱ  他,令和5年8月17日（木）,suiexcel-1 (67).xls
あじ,292,1kg,3500,0,380,兵庫  他,令和5年8月17日（木）,suiexcel-1 (67).xls
さば,265,1Kg,594,0,486,富山  他,令和5年8月17日（木）,suiexcel-1 (67).xls
まいわし,0,0,0,0,0,,令和5年8月17日（木）,suiexcel-1 (67).xls
さんま,0,0,0,0,0,,令和5年8月17日（木）,suiexcel-1 (67).xls
養成ぶり,206,1kg,1650,0,1200,熊本  宮崎  他,令和5年8月17日（木）,suiexcel-1 (67).xls
かつお,3851,1Kg,648,0,432,宮城  千葉  他,令和5年8月17日（木）,suiexcel-1 (67).xls
養成まだい,7833,1kg,1400,0,850,愛媛  他,令和5年8月17日（木）,suiexcel-1 (67).xls
養成はまち,793,1kg,1770,0,1100,高知  徳島  他,令和5年8月17日（木）,suiexcel-1 (67).xls
養成かんぱち,2074,1kg,1930,0,1500,鹿児島  他,令和5年8月17日（木）,suiexcel-1 (67).xls
するめいか,16,1kg,2750,2750,2750,北海道  他,令和5年8月17日（木）,suiexcel-1 (67).xls
さけ,4526,1Kg,2268,0,2052,ﾉﾙｳｪｰ  北海道  他,令和5年8月17日（木）,suiexcel-1 (67).xls
はも,2160,1kg,2500,0,600,徳島  愛媛  他,令和5年8月17日（木）,suiexcel-1 (67).xls
たちうお,142,1kg,3000,0,560,兵庫  他,令和5年8月17日（木）,suiexcel-1 (67).xls
たこ,192,1Kg,2484,0,1728,香川  兵庫  他,令和5年8月17日（木）,suiexcel-1 (67).xls
あさり,83,1Kg,1134,0,972,韓国  熊本  他,令和5年8月17日（木）,suiexcel-1 (67).xls
養成うなぎ,470,1Kg,6372,0,1404,愛知  他,令和5年8月17日（木）,suiexcel-1 (67).xls
冷凍もんごいか,200,1Kg,4320,3780,972,ﾓﾛｯｺ  他,令和5年8月17日（木）,suiexcel-1 (67).xls
冷凍たこ,0,0,0,0,0,,令和5年8月17日（木）,suiexcel-1 (67).xls
冷凍えび,1219,1Kg,2268,1728,972,ｲﾝﾄﾞ  他,令和5年8月17日（木）,suiexcel-1 (67).xls
塩さば,1386,1kg,680,0,500,ﾉﾙｳｪｰ  他,令和5年8月17日（木）,suiexcel-1 (67).xls
塩さけ,124,1kg,2100,0,1100,ﾁﾘ  他,令和5年8月17日（木）,suiexcel-1 (67).xls
塩すけそうこ,330,1kg,2250,0,1600,ｱﾒﾘｶ  他,令和5年8月17日（木）,suiexcel-1 (67).xls
塩さんま,165,1kg,1000,1000,1000,宮城  他,令和5年8月17日（木）,suiexcel-1 (67).xls
開干さんま,100,1Kg,2160,0,1404,北海道  他,令和5年8月17日（木）,suiexcel-1 (67).xls
開干あじ,305,1kg,900,0,850,長崎  他,令和5年8月17日（木）,suiexcel-1 (67).xls
若干かれい,100,1Kg,1620,0,972,島根  他,令和5年8月17日（木）,suiexcel-1 (67).xls
ちりめん,600,1Kg,5400,0,3024,宮崎  他,令和5年8月17日（木）,suiexcel-1 (67).xls
なまりぶし,0,0,0,0,0,,令和5年8月17日（木）,suiexcel-1 (67).xls
くろまぐろ,828,1Kg,3996,0,2160,和歌山  宮城  他,令和5年8月18日（金）,suiexcel-2 (66).xls
きわだ,618,1Kg,2700,1944,1620,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和5年8月18日（金）,suiexcel-2 (66).xls
あじ,364,1kg,1440,0,300,兵庫  石川  他,令和5年8月18日（金）,suiexcel-2 (66).xls
さば,861,1Kg,702,0,594,愛媛  石川  他,令和5年8月18日（金）,suiexcel-2 (66).xls
まいわし,1540,1Kg,540,0,432,長崎  愛知  他,令和5年8月18日（金）,suiexcel-2 (66).xls
さんま,0,0,0,0,0,,令和5年8月18日（金）,suiexcel-2 (66).xls
養成ぶり,179,1Kg,1620,0,1512,宮崎  熊本  他,令和5年8月18日（金）,suiexcel-2 (66).xls
かつお,1721,1Kg,756,0,540,鹿児島  千葉  他,令和5年8月18日（金）,suiexcel-2 (66).xls
養成まだい,3099,1Kg,1350,0,540,愛媛  他,令和5年8月18日（金）,suiexcel-2 (66).xls
養成はまち,438,1Kg,1512,0,1296,徳島  高知  他,令和5年8月18日（金）,suiexcel-2 (66).xls
養成かんぱち,1120,1Kg,2106,0,1728,鹿児島  他,令和5年8月18日（金）,suiexcel-2 (66).xls
するめいか,51,1kg,2880,0,1300,北海道  他,令和5年8月18日（金）,suiexcel-2 (66).xls
さけ,1584,1kg,2600,0,1570,北海道  ﾉﾙｳｪｰ  他,令和5年8月18日（金）,suiexcel-2 (66).xls
はも,1316,1Kg,1944,0,324,愛媛  徳島  他,令和5年8月18日（金）,suiexcel-2 (66).xls
たちうお,46,1kg,1500,0,1000,兵庫  宮城  他,令和5年8月18日（金）,suiexcel-2 (66).xls
たこ,143,1kg,3900,0,1500,兵庫  香川  他,令和5年8月18日（金）,suiexcel-2 (66).xls
あさり,194,1Kg,1404,0,500,愛知  熊本  他,令和5年8月18日（金）,suiexcel-2 (66).xls
養成うなぎ,100,1Kg,6480,0,1296,愛知  他,令和5年8月18日（金）,suiexcel-2 (66).xls
冷凍もんごいか,309,1Kg,4320,3780,972,ﾓﾛｯｺ  ﾌｨﾘﾋﾟﾝ  他,令和5年8月18日（金）,suiexcel-2 (66).xls
冷凍たこ,0,0,0,0,0,,令和5年8月18日（金）,suiexcel-2 (66).xls
冷凍えび,1566,1Kg,2268,1728,972,ｲﾝﾄﾞ  他,令和5年8月18日（金）,suiexcel-2 (66).xls
塩さば,4732,1kg,1430,0,560,ﾉﾙｳｪｰ  他,令和5年8月18日（金）,suiexcel-2 (66).xls
塩さけ,5837,1kg,2100,0,600,ﾁﾘ  他,令和5年8月18日（金）,suiexcel-2 (66).xls
塩すけそうこ,222,1kg,2780,0,1000,ｱﾒﾘｶ  他,令和5年8月18日（金）,suiexcel-2 (66).xls
塩さんま,8,1kg,960,960,960,宮城  他,令和5年8月18日（金）,suiexcel-2 (66).xls
開干さんま,100,1Kg,2160,0,1404,北海道  他,令和5年8月18日（金）,suiexcel-2 (66).xls
開干あじ,123,1Kg,1944,0,1080,長崎  他,令和5年8月18日（金）,suiexcel-2 (66).xls
若干かれい,132,1Kg,1620,0,972,島根  他,令和5年8月18日（金）,suiexcel-2 (66).xls
ちりめん,710,1kg,3850,0,1600,兵庫  宮崎  他,令和5年8月18日（金）,suiexcel-2 (66).xls
なまりぶし,21,1kg,2000,0,900,静岡  他,令和5年8月18日（金）,suiexcel-2 (66).xls
くろまぐろ,1293,1kg,4104,3700,2700,長崎  宮城  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
きわだ,1171,1kg,2700,1566,432,和歌山  沖縄  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
あじ,1359,1kg,3000,0,300,兵庫  宮城  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
さば,2286,1kg,432,0,324,鳥取  石川  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
まいわし,3117,1kg,486,0,378,千葉  愛知  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
さんま,0,0,0,0,0,,令和5年8月5日（土）,suiexcel-3 (3).xlsx
養成ぶり,460,1kg,1650,0,1300,熊本  大分  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
かつお,4114,1kg,864,0,648,宮城  千葉  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
養成まだい,5252,1Kg,1350,0,540,愛媛  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
養成はまち,581,1kg,1500,0,1100,高知  徳島  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
養成かんぱち,1437,1kg,2052,0,1728,鹿児島  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
するめいか,21,1kg,2880,0,740,北海道  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
さけ,2412,1kg,2160,0,1944,ﾉﾙｳｪｰ  北海道  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
はも,2922,1kg,2160,0,864,愛媛  徳島  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
たちうお,355,1kg,3240,0,1080,宮城  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
たこ,190,1kg,3900,0,1700,香川  兵庫  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
あさり,738,1kg,1404,0,432,韓国  熊本  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
養成うなぎ,164,1kg,6480,0,4212,愛知  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
冷凍もんごいか,250,1kg,4320,3780,972,ﾓﾛｯｺ  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
冷凍たこ,0,0,0,0,0,,令和5年8月5日（土）,suiexcel-3 (3).xlsx
冷凍えび,1540,1kg,2268,1728,972,ｲﾝﾄﾞ  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
塩さば,2214,1kg,880,0,570,ﾉﾙｳｪｰ  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
塩さけ,5013,1kg,1550,0,500,ﾁﾘ  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
塩すけそうこ,269,1kg,2570,0,1050,ｱﾒﾘｶ  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
塩さんま,0,0,0,0,0,,令和5年8月5日（土）,suiexcel-3 (3).xlsx
開干さんま,100,1kg,2160,0,1404,北海道  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
開干あじ,206,1kg,1400,0,850,長崎  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
若干かれい,100,1kg,1620,0,972,島根  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
ちりめん,1286,1kg,5400,0,1404,宮崎  兵庫  他,令和5年8月5日（土）,suiexcel-3 (3).xlsx
なまりぶし,0,0,0,0,0,,令和5年8月5日（土）,suiexcel-3 (3).xlsx
くろまぐろ,1748,1kg,4104,3726,2700,三重  宮城  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
きわだ,810,1kg,2700,0,1620,和歌山  沖縄  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
あじ,480,1kg,1080,0,972,宮城  兵庫  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
さば,1964,1kg,432,0,324,長崎  石川  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
まいわし,1912,1kg,594,0,486,千葉  愛知  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
さんま,0,0,0,0,0,,令和5年8月7日（月）,suiexcel-4 (4).xlsx
養成ぶり,186,1kg,1620,0,1512,大分  熊本  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
かつお,2821,1kg,756,0,540,千葉  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
養成まだい,4358,1kg,1300,0,900,愛媛  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
養成はまち,642,1kg,1500,0,1100,高知  徳島  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
養成かんぱち,1361,1kg,1850,0,1390,鹿児島  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
するめいか,201,1kg,2750,0,800,北海道  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
さけ,1957,1kg,2052,0,1836,ﾉﾙｳｪｰ  北海道  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
はも,2426,1kg,2500,0,600,愛媛  徳島  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
たちうお,96,1kg,5400,0,3240,宮城  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
たこ,261,1kg,3900,0,1400,香川  兵庫  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
あさり,698,1kg,1404,0,486,韓国  熊本  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
養成うなぎ,80,1kg,6372,0,4212,愛知  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
冷凍もんごいか,250,1kg,4320,3780,972,ﾓﾛｯｺ  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
冷凍たこ,0,0,0,0,0,,令和5年8月7日（月）,suiexcel-4 (4).xlsx
冷凍えび,1610,1kg,2268,1728,972,ｲﾝﾄﾞ  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
塩さば,1610,1kg,960,0,500,ﾉﾙｳｪｰ  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
塩さけ,254,1kg,2100,0,900,ﾁﾘ  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
塩すけそうこ,143,1kg,2570,0,1150,ｱﾒﾘｶ  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
塩さんま,225,1kg,910,910,910,宮城  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
開干さんま,100,1kg,2160,0,1404,北海道  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
開干あじ,174,1kg,1944,0,1080,長崎  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
若干かれい,200,1kg,1620,0,972,島根  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
ちりめん,820,1kg,5400,0,2484,兵庫  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
なまりぶし,5,1kg,1950,1950,1950,静岡  他,令和5年8月7日（月）,suiexcel-4 (4).xlsx
くろまぐろ,558,1kg,3996,2700,2160,和歌山  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
きわだ,900,1kg,2700,1620,486,和歌山  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
あじ,1540,1kg,4000,0,300,兵庫  三重  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
さば,1429,1kg,486,0,378,長崎  石川  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
まいわし,53,1kg,370,0,100,愛知  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
さんま,0,0,0,0,0,,令和5年8月8日（火）,suiexcel-5 (8).xlsx
養成ぶり,261,1kg,1650,0,1300,熊本  大分  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
かつお,2608,1kg,864,0,648,千葉  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
養成まだい,3262,1Kg,1350,0,540,愛媛  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
養成はまち,446,1kg,1512,0,1296,徳島  高知  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
養成かんぱち,1010,1kg,2052,0,1728,鹿児島  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
するめいか,25,1kg,1620,0,1512,島根  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
さけ,1507,1kg,2268,0,2052,ﾉﾙｳｪｰ  北海道  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
はも,1467,1kg,2000,0,400,兵庫  徳島  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
たちうお,72,1kg,1100,0,560,兵庫  宮城  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
たこ,199,1kg,3900,0,1400,兵庫  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
あさり,361,1kg,1296,0,486,韓国  熊本  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
養成うなぎ,95,1kg,6480,0,3132,愛知  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
冷凍もんごいか,250,1kg,4320,3780,972,ﾓﾛｯｺ  ﾌｨﾘﾋﾟﾝ  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
冷凍たこ,0,0,0,0,0,,令和5年8月8日（火）,suiexcel-5 (8).xlsx
冷凍えび,1740,1kg,2268,1728,972,ｲﾝﾄﾞ  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
塩さば,2008,1kg,880,0,560,ﾉﾙｳｪｰ  国産  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
塩さけ,2562,1kg,1450,0,300,ﾁﾘ  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
塩すけそうこ,236,1kg,2570,0,1050,ｱﾒﾘｶ  他,令和5年8月8日（火）,suiexcel-5 (8).xlsx
