品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
養成かんぱち,977,1Kg,2106,0,1728,愛媛  鹿児島  他,令和4年11月24日（木）,suiexcel-4 (57).xls
するめいか,75,1kg,1540,0,780,青森  他,令和4年11月24日（木）,suiexcel-4 (57).xls
さけ,1286,1Kg,2268,0,2052,ﾉﾙｳｪｰ  他,令和4年11月24日（木）,suiexcel-4 (57).xls
たこ,86,1kg,3900,0,2500,宮城  他,令和4年11月24日（木）,suiexcel-4 (57).xls
かに,468,1Kg,4536,0,4320,ﾛｼｱ  鳥取  他,令和4年11月24日（木）,suiexcel-4 (57).xls
はまぐり,240,1Kg,2052,0,1080,千葉  中国  他,令和4年11月24日（木）,suiexcel-4 (57).xls
あさり,670,1Kg,1296,0,486,北海道  熊本  他,令和4年11月24日（木）,suiexcel-4 (57).xls
かき,2406,1kg,3600,0,730,広島  他,令和4年11月24日（木）,suiexcel-4 (57).xls
冷凍たこ,0,0,0,0,0,,令和4年11月24日（木）,suiexcel-4 (57).xls
冷凍かに,253,1Kg,5940,4860,3240,ﾓﾛｯｺ  ﾛｼｱ  他,令和4年11月24日（木）,suiexcel-4 (57).xls
冷凍えび,1253,1Kg,6480,4320,2160,ｲﾝﾄﾞ  他,令和4年11月24日（木）,suiexcel-4 (57).xls
塩さば,1376,1kg,880,0,490,ﾉﾙｳｪｰ  他,令和4年11月24日（木）,suiexcel-4 (57).xls
塩さけ,636,1kg,1800,0,600,ﾛｼｱ  他,令和4年11月24日（木）,suiexcel-4 (57).xls
塩すけそうこ,317,1kg,2570,0,980,ﾛｼｱ  他,令和4年11月24日（木）,suiexcel-4 (57).xls
塩かずのこ,572,1kg,4000,0,470,ｶﾅﾀﾞ  他,令和4年11月24日（木）,suiexcel-4 (57).xls
開干さんま,200,1Kg,2376,0,1620,北海道  他,令和4年11月24日（木）,suiexcel-4 (57).xls
開干あじ,289,1Kg,1944,0,1404,長崎  ﾉﾙｳｪｰ  他,令和4年11月24日（木）,suiexcel-4 (57).xls
若干かれい,127,1Kg,2160,0,864,島根  他,令和4年11月24日（木）,suiexcel-4 (57).xls
ちりめん,655,1Kg,3996,0,2376,兵庫  大分  他,令和4年11月24日（木）,suiexcel-4 (57).xls
茹かに,80,1Kg,21600,0,5400,兵庫  他,令和4年11月24日（木）,suiexcel-4 (57).xls
くろまぐろ,200,1Kg,3672,3672,3672,長崎  他,令和4年11月29日（火）,suiexcel-5 (55).xls
きわだ,736,1kg,3000,0,1500,和歌山  沖縄  他,令和4年11月29日（火）,suiexcel-5 (55).xls
あじ,2452,1Kg,486,0,378,佐賀  長崎  他,令和4年11月29日（火）,suiexcel-5 (55).xls
さば,2398,1Kg,378,0,270,佐賀  長崎  他,令和4年11月29日（火）,suiexcel-5 (55).xls
まいわし,765,1kg,500,0,430,三重  愛知  他,令和4年11月29日（火）,suiexcel-5 (55).xls
養成ぶり,837,1Kg,1620,0,1512,大分  愛媛  他,令和4年11月29日（火）,suiexcel-5 (55).xls
養成まだい,2936,1Kg,1350,0,540,高知  愛媛  他,令和4年11月29日（火）,suiexcel-5 (55).xls
さわら,411,1Kg,1188,0,972,長崎  韓国  他,令和4年11月29日（火）,suiexcel-5 (55).xls
かれい,445,1kg,1300,0,800,島根  他,令和4年11月29日（火）,suiexcel-5 (55).xls
養成はまち,192,1kg,1770,0,1350,徳島  他,令和4年11月29日（火）,suiexcel-5 (55).xls
養成かんぱち,907,1Kg,2106,0,1836,愛媛  鹿児島  他,令和4年11月29日（火）,suiexcel-5 (55).xls
するめいか,50,1kg,1550,0,1460,青森  他,令和4年11月29日（火）,suiexcel-5 (55).xls
さけ,1855,1Kg,1944,0,1728,ﾉﾙｳｪｰ  他,令和4年11月29日（火）,suiexcel-5 (55).xls
たこ,244,1kg,3900,0,1800,宮城  他,令和4年11月29日（火）,suiexcel-5 (55).xls
かに,143,1kg,6830,0,1700,鳥取  他,令和4年11月29日（火）,suiexcel-5 (55).xls
はまぐり,255,1Kg,2376,0,1080,千葉  他,令和4年11月29日（火）,suiexcel-5 (55).xls
あさり,655,1Kg,1296,0,432,北海道  熊本  他,令和4年11月29日（火）,suiexcel-5 (55).xls
かき,2460,1kg,3600,0,730,広島  他,令和4年11月29日（火）,suiexcel-5 (55).xls
冷凍たこ,0,0,0,0,0,,令和4年11月29日（火）,suiexcel-5 (55).xls
冷凍かに,314,1Kg,5940,4860,3240,ﾓﾛｯｺ  ﾛｼｱ  他,令和4年11月29日（火）,suiexcel-5 (55).xls
冷凍えび,2039,1Kg,6480,4320,2160,ｲﾝﾄﾞ  他,令和4年11月29日（火）,suiexcel-5 (55).xls
塩さば,1038,1Kg,756,594,432,ﾉﾙｳｪｰ  他,令和4年11月29日（火）,suiexcel-5 (55).xls
塩さけ,316,1kg,1950,0,1100,ﾛｼｱ  他,令和4年11月29日（火）,suiexcel-5 (55).xls
塩すけそうこ,373,1kg,2570,0,1000,ﾛｼｱ  他,令和4年11月29日（火）,suiexcel-5 (55).xls
塩かずのこ,400,1Kg,8640,5940,4320,ｶﾅﾀﾞ  他,令和4年11月29日（火）,suiexcel-5 (55).xls
開干さんま,200,1Kg,2376,0,1620,北海道  他,令和4年11月29日（火）,suiexcel-5 (55).xls
開干あじ,416,1Kg,1944,0,1404,長崎  ﾉﾙｳｪｰ  他,令和4年11月29日（火）,suiexcel-5 (55).xls
若干かれい,100,1Kg,1944,0,864,島根  他,令和4年11月29日（火）,suiexcel-5 (55).xls
ちりめん,970,1Kg,3780,0,3240,兵庫  大分  他,令和4年11月29日（火）,suiexcel-5 (55).xls
茹かに,50,1Kg,8640,0,5400,兵庫  他,令和4年11月29日（火）,suiexcel-5 (55).xls
くろまぐろ,400,1kg,3780,3726,3672,長崎  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
きわだ,956,1kg,3000,0,700,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
あじ,2678,1kg,648,0,540,鳥取  長崎  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
さば,2647,1kg,540,0,432,長崎  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
まいわし,843,1kg,378,0,270,宮城  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
養成ぶり,558,1kg,1620,0,1512,大分  愛媛  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
養成まだい,4479,1kg,1350,0,540,高知  愛媛  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
さわら,1008,1kg,1188,0,972,韓国  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
かれい,470,1kg,1188,0,972,島根  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
養成はまち,276,1kg,1750,0,1350,徳島  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
養成かんぱち,1298,1kg,1990,0,1550,鹿児島  愛媛  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
するめいか,925,1kg,864,0,756,宮城  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
さけ,4261,1kg,2400,0,560,ﾉﾙｳｪｰ  北海道  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
たこ,224.5,1kg,3900,0,1500,宮城  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
かに,506,1kg,4212,0,3996,ﾛｼｱ  鳥取  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
はまぐり,260,1kg,2376,0,1080,千葉  中国  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
あさり,919,1kg,1296,0,432,北海道  熊本  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
かき,1926,1kg,3600,0,830,広島  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
冷凍たこ,0,0,0,0,0,,令和4年11月10日（木）,suiexcel-6 (6).xlsx
冷凍かに,301,1kg,5940,4860,3240,ﾓﾛｯｺ  ﾛｼｱ  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
冷凍えび,1822,1kg,3610,0,830,ｲﾝﾄﾞ  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
塩さば,2878,1kg,1050,0,510,ﾉﾙｳｪｰ  国産  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
塩さけ,2442,1kg,2300,0,820,ﾛｼｱ  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
塩すけそうこ,247,1kg,2780,0,1150,ﾛｼｱ  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
塩かずのこ,258,1kg,5580,0,1620,ｶﾅﾀﾞ  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
開干あじ,255,1kg,1944,0,1404,長崎  ﾉﾙｳｪｰ  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
若干かれい,100,1kg,1620,0,864,島根  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
ちりめん,1945,1kg,5076,0,108,兵庫  大分  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
茹かに,200,1kg,9720,0,3780,兵庫  他,令和4年11月10日（木）,suiexcel-6 (6).xlsx
くろまぐろ,590,1kg,3780,3672,3564,長崎  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
きわだ,1207,1kg,3000,0,1350,和歌山  沖縄  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
あじ,1269,1kg,1150,0,300,長崎  山口  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
さば,1399,1kg,540,0,432,北海道  長崎  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
まいわし,180,1kg,432,0,324,宮城  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
養成ぶり,667,1kg,1620,0,1512,大分  愛媛  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
養成まだい,3828,1kg,1350,0,540,愛媛  高知  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
さわら,1034,1kg,1080,0,864,島根  韓国  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
かれい,711,1kg,1080,0,864,福井  島根  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
養成はまち,239,1kg,1750,0,1580,徳島  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
養成かんぱち,946,1kg,2106,0,1728,愛媛  鹿児島  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
するめいか,120,1kg,864,0,594,宮城  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
さけ,4530,1kg,2400,0,520,ﾉﾙｳｪｰ  北海道  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
たこ,153,1kg,3900,0,1500,宮城  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
かに,420,1kg,8330,0,1000,鳥取  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
はまぐり,235,1kg,2160,0,1080,千葉  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
あさり,725,1kg,1296,0,486,北海道  熊本  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
かき,1711,1kg,4330,0,800,広島  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
冷凍たこ,1777,1kg,1700,1700,1700,ﾓｰﾘﾀﾆｱ  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
冷凍かに,262,1kg,5940,4860,3240,ﾓﾛｯｺ  ﾛｼｱ  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
冷凍えび,1327,1kg,6480,4320,2160,ｲﾝﾄﾞ  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
塩さば,1288,1kg,756,594,432,国産  ﾉﾙｳｪｰ  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
塩さけ,1094,1kg,1250,0,800,ﾛｼｱ  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
塩すけそうこ,172,1kg,4450,0,800,ﾛｼｱ  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
塩かずのこ,1234,1kg,4428,4428,4428,ｱﾒﾘｶ  ｶﾅﾀﾞ  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
開干あじ,1055,1kg,950,0,250,ﾉﾙｳｪｰ  長崎  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
若干かれい,100,1kg,2160,0,864,島根  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
ちりめん,1390,1kg,4300,0,1100,大分  兵庫  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
茹かに,300,1kg,8160,0,3240,兵庫  他,令和4年11月11日（金）,suiexcel-7 (7).xlsx
くろまぐろ,740,1kg,3780,3672,3564,新潟  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
きわだ,1273,1kg,3000,0,700,和歌山  沖縄  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
あじ,2288,1kg,950,0,300,長崎  鳥取  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
さば,2150,1kg,486,0,378,和歌山  長崎  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
まいわし,693,1kg,432,0,324,宮城  三重  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
養成ぶり,883,1kg,1620,0,1512,大分  愛媛  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
養成まだい,4573,1kg,1350,0,540,高知  愛媛  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
さわら,553,1kg,972,0,756,福井  韓国  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
かれい,181,1kg,1250,0,450,島根  鳥取  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
養成はまち,388,1kg,1890,0,1674,徳島  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
養成かんぱち,1410,1kg,2106,0,1728,愛媛  鹿児島  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
するめいか,980,1kg,810,0,702,宮城  青森  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
さけ,4499,1kg,2400,0,560,ﾉﾙｳｪｰ  北海道  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
たこ,209,1kg,3900,0,1500,宮城  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
かに,675,1kg,3996,0,3780,鳥取  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
はまぐり,315,1kg,2052,0,1080,千葉  中国  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
あさり,775,1kg,1188,0,486,北海道  熊本  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
かき,3007,1kg,4330,0,800,広島  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
冷凍たこ,0,0,0,0,0,,令和4年11月12日（土）,suiexcel-8 (7).xlsx
冷凍かに,412,1kg,5940,4860,3240,ﾓﾛｯｺ  ﾛｼｱ  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
冷凍えび,2022,1kg,6480,4320,2160,ｲﾝﾄﾞ  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
塩さば,2512,1kg,880,0,430,国産  ﾉﾙｳｪｰ  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
塩さけ,1830,1kg,2080,0,1050,ﾛｼｱ  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
塩すけそうこ,133,1kg,2830,0,1350,ﾛｼｱ  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
塩かずのこ,1114,1kg,4428,4428,4428,ｱﾒﾘｶ  ｶﾅﾀﾞ  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
開干さんま,206,1kg,2160,0,1404,北海道  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
開干あじ,315,1kg,1944,0,1404,長崎  ﾉﾙｳｪｰ  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
若干かれい,280,1kg,1620,0,864,島根  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
ちりめん,1280,1kg,4500,0,1680,大分  兵庫  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
茹かに,300,1kg,7560,0,3780,兵庫  他,令和4年11月12日（土）,suiexcel-8 (7).xlsx
くろまぐろ,200,1kg,3780,3672,3564,長崎  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
きわだ,1102,1kg,3000,0,700,和歌山  沖縄  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
あじ,2065,1kg,594,0,486,和歌山  長崎  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
さば,2062,1kg,486,0,378,長崎  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
まいわし,270,1kg,756,0,648,北海道  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
養成ぶり,599,1kg,1620,0,1512,大分  愛媛  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
養成まだい,3865,1kg,1300,0,810,高知  愛媛  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
さわら,1509,1kg,756,0,540,長崎  韓国  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
かれい,807,1kg,907,0,691,兵庫  島根  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
養成はまち,385,1kg,1750,0,840,徳島  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
養成かんぱち,1173,1kg,1900,0,1550,鹿児島  愛媛  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
するめいか,710,1kg,864,0,756,宮城  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
さけ,2397,1kg,2400,0,640,ﾉﾙｳｪｰ  北海道  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
たこ,200,1kg,3900,0,1500,宮城  兵庫  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
かに,138,1kg,5508,0,5292,鳥取  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
はまぐり,245,1kg,2052,0,1080,千葉  中国  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
あさり,764,1kg,1296,0,432,北海道  熊本  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
かき,1793,1kg,4330,0,830,広島  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
冷凍たこ,0,0,0,0,0,,令和4年11月14日（月）,suiexcel-9 (7).xlsx
冷凍かに,382,1kg,5940,4860,3240,ﾓﾛｯｺ  ﾛｼｱ  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
冷凍えび,1376,1kg,6480,4320,2160,ｲﾝﾄﾞ  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
塩さば,1682,1kg,756,594,324,国産  ﾉﾙｳｪｰ  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
塩さけ,776,1kg,1080,1080,1080,ﾛｼｱ  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
塩すけそうこ,1509,1kg,2376,0,1620,ｱﾒﾘｶ  ﾛｼｱ  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
塩かずのこ,964,1kg,7560,5940,3564,ｱﾒﾘｶ  ｶﾅﾀﾞ  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
開干さんま,215,1kg,2160,0,1404,北海道  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
開干あじ,200,1kg,1944,0,1404,長崎  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
若干かれい,213,1kg,1944,0,864,島根  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
ちりめん,435,1kg,4200,0,1100,大分  兵庫  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
茹かに,200,1kg,7560,0,3240,兵庫  他,令和4年11月14日（月）,suiexcel-9 (7).xlsx
くろまぐろ,200,1kg,3780,3672,3564,長崎  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
きわだ,801,1kg,3000,0,700,和歌山  沖縄  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
あじ,1169,1kg,540,0,432,徳島  長崎  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
さば,1600,1kg,486,0,378,北海道  長崎  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
まいわし,400,1kg,540,0,432,北海道  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
養成ぶり,631,1kg,1620,0,1512,大分  愛媛  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
養成まだい,3089,1kg,1350,0,540,高知  愛媛  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
さわら,159,1kg,1188,0,972,京都  韓国  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
かれい,823,1kg,1188,0,972,島根  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
養成はまち,187,1kg,1670,0,1350,徳島  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
養成かんぱち,921,1kg,2106,0,1836,愛媛  鹿児島  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
するめいか,0,0,0,0,0,,令和4年11月15日（火）,suiexcel-10 (7).xlsx
さけ,1741,1kg,1944,0,1728,北海道  ﾉﾙｳｪｰ  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
たこ,160,1kg,3900,0,1600,宮城  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
かに,168,1kg,3240,0,3024,鳥取  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
はまぐり,244,1kg,2052,0,972,千葉  中国  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
あさり,496,1kg,1188,0,486,北海道  熊本  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
かき,2324,1kg,3600,0,530,広島  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
冷凍たこ,95,1kg,1720,1720,1720,ﾓｰﾘﾀﾆｱ  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
冷凍かに,303,1kg,5940,4860,3240,ﾓﾛｯｺ  ﾛｼｱ  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
冷凍えび,1243,1kg,6480,4320,2160,ｲﾝﾄﾞ  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
塩さば,1106,1kg,756,594,432,国産  ﾉﾙｳｪｰ  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
塩さけ,2266,1kg,1450,0,450,ﾛｼｱ  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
塩すけそうこ,328,1kg,2830,0,950,ﾛｼｱ  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
塩かずのこ,221,1kg,8500,0,3690,ｶﾅﾀﾞ  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
開干あじ,407,1kg,1944,0,1080,長崎  ﾉﾙｳｪｰ  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
若干かれい,216,1kg,2376,0,864,島根  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
ちりめん,1058,1kg,4892,0,2160,兵庫  大分  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
茹かに,200,1kg,8640,0,3240,兵庫  他,令和4年11月15日（火）,suiexcel-10 (7).xlsx
くろまぐろ,500,1kg,3888,3780,3672,長崎  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
きわだ,927,1kg,3000,0,600,和歌山  沖縄  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
あじ,1784,1kg,702,0,594,長崎  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
さば,783,1kg,648,0,540,京都  長崎  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
まいわし,1344,1kg,378,0,270,千葉  三重  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
養成ぶり,662,1kg,1620,0,1512,大分  愛媛  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
養成まだい,4459,1kg,1350,0,540,高知  愛媛  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
さわら,919,1kg,1188,0,972,大分  韓国  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
かれい,730,1kg,1188,0,972,鳥取  島根  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
養成はまち,293,1kg,1750,0,1300,徳島  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
養成かんぱち,1296,1kg,2106,0,1836,愛媛  鹿児島  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
するめいか,50,1kg,756,0,648,宮城  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
さけ,2196,1kg,2052,0,1836,ﾉﾙｳｪｰ  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
たこ,138,1kg,3900,0,1500,宮城  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
かに,164,1kg,6830,0,1400,鳥取  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
はまぐり,245,1kg,2052,0,1080,千葉  中国  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
あさり,729,1kg,1188,0,486,北海道  熊本  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
かき,1958,1kg,3500,0,500,広島  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
冷凍たこ,0,0,0,0,0,,令和4年11月17日（木）,suiexcel-11 (7).xlsx
冷凍かに,638,1kg,10000,0,510,ﾛｼｱ  ﾓﾛｯｺ  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
冷凍えび,1353,1kg,6480,4320,2160,ｲﾝﾄﾞ  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
塩さば,2038,1kg,756,540,324,国産  ﾉﾙｳｪｰ  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
塩さけ,795,1kg,1230,0,1020,ﾛｼｱ  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
塩すけそうこ,541,1kg,2830,0,950,ﾛｼｱ  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
塩かずのこ,1561,1kg,8640,5400,3780,ｱﾒﾘｶ  ｶﾅﾀﾞ  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
開干さんま,205,1kg,2160,0,1404,北海道  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
開干あじ,449,1kg,1200,0,850,ﾉﾙｳｪｰ  長崎  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
若干かれい,132,1kg,1620,0,864,島根  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
ちりめん,1915,1kg,5292,0,2052,兵庫  大分  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
茹かに,100,1kg,8640,0,2052,兵庫  他,令和4年11月17日（木）,suiexcel-11 (7).xlsx
くろまぐろ,573,1kg,3780,3672,3564,長崎  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
きわだ,1022,1kg,1728,1296,756,和歌山  沖縄  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
あじ,2696,1kg,540,0,432,長崎  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
さば,1499,1kg,540,0,432,愛媛  長崎  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
まいわし,1218,1kg,432,0,324,宮城  三重  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
養成ぶり,683,1kg,1620,0,1512,大分  愛媛  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
養成まだい,4080,1kg,1350,0,540,愛媛  高知  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
さわら,500,1kg,3400,0,900,韓国  京都  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
かれい,235,1kg,1296,0,1080,島根  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
養成はまち,263,1kg,1650,0,1200,徳島  他,令和4年11月18日（金）,suiexcel-12 (7).xlsx
